Jogador;Equipa;Equipa dentro de um período de tempo seleccionado;Posição;Idade;Valor de mercado;Contrato termina;Partidas jogadas;Minutos jogados:;Golos;Golos esperados;Assistências;Assistências esperadas;Duelos/90;Duelos ganhos, %;Naturalidade;País de nacionalidade;Pé;Altura;Peso;Emprestado;Ações defensivas com êxito/90;Duelos defensivos/90;Duelos defensivos ganhos, %;Duelos aérios/90;Duelos aéreos ganhos, %;Cortes/90;Cortes de carrinho ajust. à posse;Remates intercetados/90;Interseções/90;Interceções ajust. à posse;Faltas/90;Cartões amarelos;Cartões amarelos/90;Cartões vermelhos;Cartões vermelhos/90;Acções atacantes com sucesso/90;Golos/90;Golos sem ser por penálti;Golos sem ser por penálti/90;Golos esperados/90;Golos de cabeça;Golos de cabeça/90;Remate;Remates/90;Remates à baliza, %;Golos marcados, %;Assistências/90;Cruzamentos/90;Cruzamentos certos, %;Cruzamentos do flanco esquerdo/90;Cruzamentos precisos do flanco esquerdo, %;Cruzamentos do flanco direito/90;Cruzamentos precisos do flanco direito, %;Cruzamentos para a área de baliza/90;Dribles/90;Dribles com sucesso, %;Duelos ofensivos/90;Duelos ofensivos ganhos, %;Toques na área/90;Corridas progressivas/90;Acelerações/90;Passes recebidos/90;Passes longos recebidos/90;Faltas sofridas/90;Passes/90;Passes certos, %;Passes para a frente/90;Passes para a frente certos, %;Passes para trás/90;Passes para trás certos, %;Passes laterais/90;Passes laterais certos, %;Passes curtos / médios /90;Passes curtos / médios precisos, %;Passes longos/90;Passes longos certos, %;Comprimento médio de passes, m;Comprimento médio de passes longos, m;Assistências esperadas/90;Assistências para remate/90;Segundas assistências/90;Terceiras assistências/90;Passes inteligentes/90;Passes inteligentes certos, %;Passes chave/90;Passes para terço final/90;Passes certos para terço final, %;Passes para a área de penálti/90;Passes precisos para a área de penálti, %;Passes em profundidade/90;Passes em profundidade certos, %;Receção de passes em profundidade/90;Cruzamentos em profundidade recebidos/90;Passes progressivos/90;Passes progressivos certos, %;Golos sofridos;Golos sofridos/90;Remates sofridos;Remates sofridos/90;Jogos sem sofrer golos;Defesas, %;Golos sofridos esperados ;Golos sofridos esperados/90;Golos expectáveis defendidos;Golos expectáveis defendidos por 90´;Passes para trás recebidos pelo guarda-redes/90;Saídas/90;Duelos aérios/90;Livres/90;Livres directos/90;Pontapés livres directos à baliza, %;Cantos/90;Penaltis marcados;Conversão de penaltis, %
Vina;Ceará;Ceará;CF, AMF;31;1500000;2024-12-31;39;3521;9;8,37;4;7,12;11,53;42,79;Brazil;Brazil;direito;177;73;sim;2,22;2,1;45,12;1,3;35,29;0,1;0,15;0,03;1,18;1,67;0,36;8;0,2;1;0,03;2,94;0,23;8;0,2;0,21;0;0;96;2,45;39,58;9,375;0,1;1,53;38,33;0,69;40,74;0,82;34,38;0,13;1,81;53,52;6,03;46,19;1,74;1,43;0,82;25,77;1,33;1,48;34,48;81,84;10,94;73,83;4,88;93,19;13,37;85,85;29,45;85,24;3,55;71,22;18,62;34,72;0,18;2,1;0;0,03;1,1;37,21;0,64;6,13;77,5;2,91;62,28;1,2;40,43;1,43;0,54;6,06;84,81;0;;0;;0;0;0;0;;;0,2;;;1,71;0,38;33,33;3,48;1;100
Lucas Kal;América Mineiro;América Mineiro;DMF, RCMF;26;1400000;2024-06-30;39;3512;0;1,36;1;0,61;12,92;55,16;Brazil;Brazil;direito;186;78;sim;9,99;6,97;59,93;2,56;52;0,03;0,03;0,33;5,79;7,19;1,15;7;0,18;0;0;0,62;0;0;0;0,03;0;0;30;0,77;23,33;0;0,03;0,21;37,5;0,03;0;0,18;42,86;0,03;0,54;61,9;1,69;43,94;0,62;0,85;0,15;20,17;0,26;0,26;35,72;81,78;14,33;74,6;3,49;85,29;13,15;88,5;31,83;85,02;3,72;55,86;19,52;36,97;0,02;0,46;0,03;0;0,26;10;0,1;6,48;72,73;0,92;50;0,59;26,09;0,46;0,08;6,61;73,26;0;;0;;0;0;0;0;;;0,31;;;0;0;0;0;0;0
Weverton;Palmeiras;Palmeiras;GK;34;4000000;2024-12-31;35;3487;0;0;0;0;0,67;96,15;Brazil;Brazil;direito;186;85;sim;1,03;0;0;0,46;94,44;0;0;0;1,03;1,56;0;2;0,05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,08;100;0;0;0;14,14;0,23;0,15;21,86;88,31;11,77;79,82;0;0;9,55;98,38;15;98,97;6,84;65,28;32,49;53,67;0;0;0;0;0;0;0;2,37;46,74;0,08;0;0,21;37,5;0,03;0;4,75;82,61;28;0,72;127;3,28;15;77,95;32,74;0,84;4,74;0,122;0;1,47;0,46;;;;0;0;0
Hulk;Atlético Mineiro;Atlético Mineiro;CF;36;2500000;2024-12-31;38;3482;22;15;4;5,55;24,14;37,04;Brazil;Brazil;esquerdo;180;85;sim;2,4;2,87;50,45;2,25;24,14;0,03;0,04;0,03;0,93;1,39;1,55;7;0,18;0;0;4,99;0,57;16;0,41;0,39;1;0,03;131;3,39;36,64;16,794;0,1;1,63;23,81;0,72;14,29;0,83;34,38;0,41;6,28;48,56;15,53;38,77;3,75;2,09;1,01;17,09;1,37;2,15;23,24;74,75;5,22;65,35;5,63;85,32;6,72;75,38;20,73;79,3;0,88;61,76;15,85;22,35;0,14;1,47;0,08;0;0,93;33,33;0,62;2,4;72,04;2,35;50,55;0,72;17,86;1,47;0,44;2,25;79,31;0;;0;;0;0;0;0;;;0,05;;;1,11;1,03;22,5;0,54;6;100
Artur;Red Bull Bragantino;Red Bull Bragantino;RAMF, RW, CF;24;10000000;2024-12-31;37;3452;12;8,34;7;6,23;17,68;44,1;Brazil;Brazil;esquerdo;168;65;sim;4,48;3,23;59,68;1,98;30,26;0,29;0,38;0,21;2,27;3,01;0,5;5;0,13;0;0;4,2;0,31;11;0,29;0,22;0;0;90;2,35;37,78;13,333;0,18;1,77;32,35;0,1;25;1,67;32,81;0,26;4,07;58,97;9,28;44,1;2,79;2,56;1,54;23,07;2,82;1,59;31,05;80,18;6,94;71,43;7,22;91,34;10,43;81;27,38;84,19;1,93;66,22;17,15;29,71;0,16;2,11;0,03;0,03;0,94;36,11;0,52;2,66;68,63;2,58;45,45;0,91;28,57;1,04;0,5;3,6;76,81;0;;0;;0;0;0;0;;;0,1;;;0,89;0,13;20;2,74;1;100
Marlon Freitas;Atlético GO;Atlético GO;RDMF, RCMF;27;1700000;2022-12-31;40;3419;5;4,59;5;3,06;11,13;51,06;Brazil;Brazil;direito;185;78;sim;6,26;5,76;63,01;1,34;47,06;0,03;0,04;0,26;2,61;3,61;0,76;4;0,11;0;0;1,13;0,13;2;0,05;0,12;0;0;36;0,95;25;13,889;0,13;0,68;42,31;0,05;50;0,55;38,1;0,05;0,53;40;2,16;23,17;0,5;1,74;0,61;46,93;0,5;0,34;59,96;86,74;17,32;72,49;7,24;94,91;28,43;93,98;50,78;90,77;8,56;66,46;21,52;38,92;0,08;0,87;0,11;0,05;0,92;42,86;0,34;11,19;76;3,26;48,39;1,79;29,41;1,18;0,26;9,71;76,69;0;;0;;0;0;0;0;;;0,47;;;0;0;0;0;4;75
Zanocelo;Santos;Santos;RCMF, LDMF, LCMF;21;3000000;2025-01-29;41;3394;3;5,07;2;0,98;18,56;45,43;Brazil;Brazil;direito;185;77;sim;9,04;8,19;52,75;3,47;41,22;0,61;0,76;0,32;4,11;5,14;1,78;11;0,29;0;0;1,33;0,08;3;0,08;0,13;0;0;67;1,78;29,85;4,478;0,05;0,19;14,29;0,05;0;0,13;20;0;1,51;49,12;4,16;39,49;1,06;1,11;0,24;26,7;0,27;0,61;38,11;87,68;9,81;77,84;5,49;94,69;17,53;92,59;35,61;90,02;2,31;57,47;18,62;32,18;0,03;0,5;0,03;0,03;0,21;12,5;0,11;5,94;82,14;0,69;34,62;0,37;7,14;0,29;0,03;5,01;73,02;0;;0;;0;0;0;0;;;0,24;;;0,08;0,08;33,33;0;0;0
Igor Gomes;São Paulo;São Paulo;RCMF, RW;23;7000000;2023-03-30;41;3370;0;2,74;2;4,74;17,01;43,01;Brazil;Brazil;direito;183;73;sim;5,37;5,53;47,83;2,67;47;0,27;0,4;0,21;2,46;3,68;1,52;6;0,16;1;0,03;2,06;0;0;0;0,07;0;0;37;0,99;21,62;0;0,05;1,52;47,37;0,29;36,36;1,23;50;0,13;1,58;54,24;5,66;37,26;1,5;0,93;0,56;27,53;0,99;1,04;37,66;85,32;10,92;74,57;6,7;96,81;13,35;89,2;33,36;89,03;2,91;62,39;18,43;30,85;0,13;1,26;0;0,05;0,53;50;0,45;5,23;79,08;2,03;59,21;0,85;46,88;0,69;0,59;6,28;78,3;0;;0;;0;0;0;0;;;0,21;;;0,48;0,05;0;1,23;0;0
Marllon;Cuiabá;Cuiabá;RCB;30;500000;2023-12-31;36;3363;2;3,19;0;0;12,98;63,09;Brazil;Brazil;direito;186;75;sim;8,48;5,3;72,73;4,01;55,33;0;0;0,62;4,63;5,47;0,7;4;0,11;0;0;0,27;0,05;2;0,05;0,09;2;0,05;18;0,48;27,78;11,111;0;0,05;0;0;0;0,05;0;0;0,24;55,56;1,45;48,15;0,54;0,45;0;21,09;0,32;0,51;32,84;88,26;13,17;78,46;1,95;94,52;15,15;95,94;29,3;92,69;3,48;52,31;19,6;31,7;0;0;0;0;0;0;0;3,32;74,19;0,13;0;0,11;0;0,03;0;5,91;66,06;0;;0;;0;0;0;0;;;1,45;;;0;0;0;0;0;0
Rafinha;São Paulo;São Paulo;RB, RCB, LB;37;400000;2022-12-31;40;3359;0;0,1;7;3,05;10,56;53,55;Brazil;Brazil, Germany;direito;172;66;sim;8,25;6,06;55,75;1,31;53,06;1,07;1,55;0,13;3,8;5,52;1,23;10;0,27;1;0,03;1,23;0;0;0;0;0;0;3;0,08;0;0;0,19;2,04;43,42;0,43;43,75;1,61;43,33;0,21;0,32;83,33;1,55;56,9;0,29;1,37;0,35;41,53;1,9;0,88;52,7;88,41;21,73;84,71;5,97;96,86;18,19;90,72;45,12;93,29;5,6;65,07;19,55;36,19;0,08;0,75;0,03;0,03;0,13;60;0,43;8,9;83,13;2,92;60,55;0,51;68,42;0,91;0,83;11,84;84,16;0;;0;;0;0;0;0;;;0,94;;;0;0;0;0;0;0
Nathan Silva;Atlético Mineiro;Atlético Mineiro;RCB;25;7500000;2025-12-31;35;3342;2;1,88;1;0,03;16,32;58,75;Brazil;Brazil;direito;182;79;sim;8,46;7,06;64,89;5,74;53,99;0;0;0,51;3,88;5,87;1,75;11;0,3;0;0;0,22;0,05;2;0,05;0,05;2;0,05;18;0,48;27,78;11,111;0,03;0,11;0;0;0;0,08;0;0,03;0,13;60;0,89;42,42;0,65;0,24;0,03;35,41;0,24;0,4;49,01;92,03;18,42;84,94;3,9;98,62;21,92;96,68;46,13;94,63;2,77;52,43;19,46;36,34;0;0,03;0,05;0;0;0;0,03;4,63;77,91;0,27;20;0,11;50;0,05;0;6,76;74,5;0;;0;;0;0;0;0;;;3,29;;;0;0;0;0;0;0
S. Mendoza;Ceará;Ceará;LAMF, LW, LWF;30;1500000;2023-12-31;40;3334;10;11,92;2;3,71;18,06;40,66;Colombia;Colombia;esquerdo;171;73;sim;3,32;3,27;49,59;1,62;30;0,22;0,3;0,05;1,48;2,07;0,92;6;0,16;0;0;4,45;0,27;9;0,24;0,32;2;0,05;94;2,54;32,98;10,638;0,05;2,05;27,63;1,89;28,57;0,11;0;0,22;4,81;56,74;10,28;41,99;3,29;2,24;1,21;18,55;1,81;1,81;24,19;77,79;5,53;72,2;6,13;89,87;7,37;75,09;21,14;83,78;1,03;52,63;17,6;24,81;0,1;1,16;0,03;0;0,7;46,15;0,4;2,05;75;2,27;53,57;0,59;31,82;1,19;0,62;3,51;78,46;0;;0;;0;0;0;0;;;0;;;0,19;0,05;0;0,19;1;100
Bruno Cortez;Avaí;Avaí;LB;35;250000;2022-12-31;34;3314;0;0,13;0;1,16;16,73;57,47;Brazil;Brazil;esquerdo;179;80;sim;8,45;7,44;62,77;2,34;60,47;0,03;0,04;0,22;3,75;5,42;0,95;9;0,24;0;0;1,49;0;0;0;0;0;0;4;0,11;75;0;0;1;35,14;1;35,14;0;0;0,27;1,66;59,02;4,35;48,75;0,3;2,66;0,98;26,97;1,19;0,92;37,64;84,56;15,29;78,33;4,05;95,3;12,44;90,39;35,2;87,65;1,47;42,59;17,59;26,21;0,03;0,27;0,03;0;0,35;23,08;0,19;4,51;80,12;1,17;44,19;0,3;27,27;0,19;0,35;7,98;73,13;0;;0;;0;0;0;0;;;0,33;;;0;0;0;0;0;0
J. Alonso;Atlético Mineiro;Atlético Mineiro;LCB;29;7000000;2025-06-30;35;3314;0;1,14;2;1,11;12,19;69,49;Paraguay;Paraguay;esquerdo;185;83;sim;7,09;4,7;70,52;4,35;76,25;0,33;0,5;0,62;3,45;5,24;0,6;7;0,19;0;0;0,49;0;0;0;0,03;0;0;14;0,38;14,29;0;0,05;0,35;30,77;0,24;33,33;0,11;25;0,03;0,35;76,92;0,87;56,25;0,81;0,52;0,24;42,31;0,71;0,19;57,74;90,83;20,48;81,96;5,13;97,35;26,18;96,78;51,25;95,18;6,16;57,71;20,59;37,63;0,03;0,19;0;0,03;0,08;66,67;0,08;6,49;76,15;0,71;46,15;0,49;27,78;0,35;0,11;8,5;76,36;0;;0;;0;0;0;0;;;3,29;;;0;0;0;0;0;0
Gil;Corinthians;Corinthians;LCB, RCB;35;1500000;2023-12-31;35;3314;0;2,23;1;0,23;10,94;64,52;Brazil;Brazil;direito;192;87;sim;7,79;4,54;76,65;3,99;65,31;0,03;0,04;0,87;4,29;5,96;0,49;4;0,11;0;0;0,38;0;0;0;0,06;0;0;18;0,49;61,11;0;0,03;0;0;0;0;0;0;0;0,22;37,5;0,87;21,88;0,73;0,19;0,05;34,38;0,14;0,24;46,74;92,21;15,24;82,17;1,25;89,13;26,42;98,25;42,99;95,83;3,75;50,72;20,81;39,12;0,01;0,03;0,03;0,03;0;0;0,03;2,77;72,55;0,14;60;0,11;50;0,16;0;5,27;67,53;0;;0;;0;0;0;0;;;0,73;;;0;0;0;0;0;0
Pepê;Cuiabá;Cuiabá;LCMF, LDMF;24;1500000;2024-06-30;38;3303;1;3,15;1;3,5;20,6;51,98;Brazil;Brazil;direito;183;77;sim;7,38;7,22;57,36;2,51;52,17;0,44;0,52;0,19;2,81;3,34;1,66;4;0,11;0;0;2,59;0,03;1;0,03;0,09;0;0;47;1,28;27,66;2,128;0,03;1,01;40,54;0,6;40,91;0,41;40;0,11;2,62;59,38;7,74;50,7;0,84;1,93;1,01;26,51;0,52;1,83;37,14;87,97;9,54;81,14;7,63;95,71;13,68;88,84;32,53;91,96;3,62;64,66;18,9;40,91;0,1;1,04;0;0;0,57;47,62;0,19;5,75;80,57;2,02;55,41;0,84;29,03;0,79;0,38;5,61;81,55;0;;0;;0;0;0;0;;;0,33;;;0,44;0,11;25;1,2;0;0
Bruno Pacheco;Ceará;Ceará;LB;30;800000;2023-12-31;36;3288;1;0,28;0;1,62;17,33;50,55;Brazil;Brazil;esquerdo;174;74;sim;8,46;7,2;55,89;2,57;58,51;0,44;0,59;0,16;4;5,41;1,45;9;0,25;1;0,03;2;0,03;1;0,03;0,01;0;0;12;0,33;50;8,333;0;1,61;37,29;1,53;37,5;0,03;0;0,25;2,16;49,37;5,31;44,33;0,49;1,83;0,82;21,57;1,86;1,48;31,29;78,39;13,49;69,37;4,65;94,12;8,1;83,78;25,18;86,41;4,54;48,8;18,63;33,89;0,04;0,44;0,03;0;0,41;40;0,19;4,98;68,68;2,3;51,19;0,71;26,92;0,6;0,57;8,21;72,33;0;;0;;0;0;0;0;;;0,41;;;0,27;0;0;0,41;0;0
Jádson;Juventude;Juventude;RCMF, RW;29;900000;2022-12-31;40;3275;1;1,49;0;1,33;16,61;48,39;Brazil;Brazil;direito;171;67;sim;7,7;6,82;53,72;1,13;27,5;1,16;1,43;0,31;2,88;3,56;1,69;11;0,3;1;0,03;1,86;0,03;1;0,03;0,04;0;0;17;0,48;23,53;5,882;0;1,02;47,22;0,08;100;0,93;42,42;0,03;1,66;62,71;5,61;51,26;0,37;0,48;0,31;30,03;0,62;1,78;41,84;85,92;12,38;74,49;7,42;95,06;16,38;89,5;36,09;90,86;4,85;55,81;19,99;42,66;0,04;0,73;0,03;0,03;0,56;40;0,25;7,25;73,93;1,89;50,75;0,99;34,29;0,39;0,39;7,16;74,8;0;;0;;0;0;0;0;;;0,23;;;0,03;0;0;0,03;0;0
Luan Cândido;Red Bull Bragantino;Red Bull Bragantino;LB;21;4000000;2026-12-31;35;3263;9;5,69;1;0,9;18,48;52,99;Brazil;Brazil;esquerdo;187;75;sim;8,83;6,79;57,72;6,04;61,64;0,33;0,45;0,3;4,58;6,21;1,57;4;0,11;2;0,06;1,54;0,25;8;0,22;0,16;4;0,11;65;1,79;40;13,846;0,03;1,68;22,95;1,65;23,33;0,03;0;0,22;0,83;53,33;2,81;33,33;1,02;0,86;0,44;20,27;2,32;0,55;29,87;80,52;10,95;74,06;6,48;94,04;8,41;80,98;26,31;85,85;1,99;54,17;18,77;34,67;0,02;0,36;0;0;0,11;0;0,17;3,59;67,69;1,71;33,87;0,25;22,22;0,25;0,44;5,43;69,04;0;;0;;0;0;0;0;;;0,63;;;0,55;0,52;26,32;0;1;100
Nino Paraíba;Ceará;Ceará;RB;36;300000;2023-12-31;40;3247;1;0,63;1;4,5;21,01;51,06;Brazil;Brazil;direito;168;63;sim;9,34;7,35;63,4;3,58;46,51;0,33;0,46;0,19;4,35;6;1,19;11;0,3;0;0;4,43;0,03;1;0,03;0,02;0;0;22;0,61;22,73;4,545;0,03;4,99;40,56;0;0;4,96;40,22;0,61;4,1;52,7;7,04;46,46;0,69;2,52;1,33;22,56;2;1,75;33,7;72,37;13,25;67,36;3,71;94,03;11,89;74,36;23,87;83,62;4,96;49,72;22,21;33,39;0,12;0,91;0;0;0,25;44,44;0,53;4,85;64,57;4,46;52,17;0,67;33,33;0,39;2,02;8,65;74,68;0;;0;;0;0;0;0;;;0,39;;;0,06;0,03;100;0,14;0;0
Gabriel;Internacional;Internacional;DMF, LCMF, RCMF;30;2500000;2023-12-31;38;3233;1;0,68;0;0,72;16,84;58,35;Brazil;Brazil, Italy;direito;170;69;sim;12,05;10,08;64,09;2,03;41,1;0,36;0,47;0,25;5,23;6,81;1,53;5;0,14;0;0;0,72;0,03;1;0,03;0,02;0;0;14;0,39;14,29;7,143;0;0,36;53,85;0,08;33,33;0,25;55,56;0,03;0,56;80;2,34;57,14;0,31;0,97;0,28;39,53;0,14;0,97;54,45;90,95;16,51;82,29;5,23;97,87;22,8;95,97;50,47;92,94;3,65;67,18;17,13;33,78;0,02;0,31;0,03;0,06;0,08;33,33;0,08;7,85;86,52;0,78;64,29;0,36;46,15;0,47;0,11;6,96;78;0;;0;;0;0;0;0;;;0,25;;;0,03;0;0;0;0;0
Patric;América Mineiro;América Mineiro;RB;33;600000;2022-12-31;40;3230;1;1,31;1;3,83;17;50,16;Brazil;Brazil;direito;173;79;sim;8,55;7,66;57,09;2,62;46,81;0,25;0,32;0,08;3,93;5,04;1,31;7;0,2;0;0;2,37;0,03;1;0,03;0,04;0;0;35;0,98;28,57;2,857;0,03;3,18;37,72;0,03;0;3,09;37,84;0,47;1,45;51,92;3,46;39,52;1,56;1,37;0,56;24,91;1,56;0,7;35,97;76,76;15,27;70,99;4,57;91,46;10,25;78,26;28,76;85,47;4,21;45,7;19,24;32,33;0,11;1,11;0,03;0,06;0,25;55,56;0,47;4,68;68,45;3,15;53,1;0,45;31,25;0,7;1,25;8,41;73,84;0;;0;;0;0;0;0;;;0,47;;;0,33;0,06;100;1,11;0;0
Léo Ortiz;Red Bull Bragantino;Red Bull Bragantino;RCB, LCB;26;7500000;2026-12-31;34;3210;1;1,08;2;1,15;11,52;66,67;Brazil;Brazil;direito;185;82;sim;8,24;4,29;68,63;3,17;67,26;0,17;0,22;0,76;5,13;6,8;0,7;9;0,25;0;0;1,09;0,03;1;0,03;0,03;1;0,03;10;0,28;20;10;0,06;0,34;66,67;0,03;100;0,31;63,64;0,06;0,87;90,32;1,74;70,97;0,53;1,74;0,2;28,74;0,73;0,48;44,44;87,07;20,21;79,06;1,51;92,59;20,47;95,62;35,58;90,94;8,58;71,9;24,35;40,27;0,03;0,31;0;0;0,08;33,33;0,14;7,91;73,4;1,15;39,02;0,36;7,69;0,31;0,22;11,16;79,65;0;;0;;0;0;0;0;;;1,07;;;0;0;0;0;0;0
Dudu;Palmeiras;Palmeiras;RAMF, LAMF;30;12000000;2023-12-31;40;3198;6;7,88;6;5,05;17;50;Brazil;Brazil;direito;167;63;sim;3,57;2,53;50;1,1;23,08;0,03;0,04;0,06;2,28;3,31;0,56;4;0,11;1;0,03;6,5;0,17;6;0,17;0,22;1;0,03;73;2,05;41,1;8,219;0,17;2,42;25,58;0,73;23,08;1,69;26,67;0,48;6,33;67,56;11,06;57,51;3,38;4,76;1,52;25,24;2,22;2;33,1;76,96;8,41;67,22;6,98;91,53;11,26;76,75;28,37;82,04;2,45;66,67;18,75;38,18;0,14;1,89;0,11;0,08;1,6;47,37;0,82;3,55;69,05;4,31;56,21;1,55;43,64;2,22;0,56;6,39;87,67;0;;0;;0;0;0;0;;;0,08;;;0,08;0;0;0,79;0;0
Guilherme Arana;Atlético Mineiro;Atlético Mineiro;LB;25;14000000;2024-12-31;33;3182;1;3,17;3;4;14,23;54,08;Brazil;Brazil;esquerdo;176;66;sim;6,19;5,69;55,72;1,5;37,74;0,23;0,33;0,2;2,8;4,12;1,5;8;0,23;0;0;3,71;0,03;1;0,03;0,09;0;0;56;1,58;25;1,786;0,08;3,79;32,09;3,76;32,33;0;0;0,62;2,57;64,84;4,89;58,96;1,47;1,84;0,59;44,69;1,98;1,13;54,19;86,59;17,79;82,35;9,96;97,44;17,93;87,07;47,55;92,98;3,08;52,29;19;41,72;0,11;1,05;0,06;0;0,71;60;0,51;7,5;83,4;3,68;49,23;0,51;55,56;0,79;1,3;11;86,89;0;;0;;0;0;0;0;;;0,88;;;0,31;0,03;0;0,88;0;0
Marlon;América Mineiro;América Mineiro;LB;28;500000;2024-12-31;37;3164;0;1,06;2;2,96;20,85;55,66;Brazil;Brazil;esquerdo;177;69;sim;10,87;8,85;57,88;2,59;57,14;0,26;0,33;0,37;5,49;7,02;1,39;8;0,23;1;0,03;3,24;0;0;0;0,03;0;0;42;1,19;11,9;0;0,06;2,42;41,18;2,36;42,17;0,03;0;0,17;3,16;63,96;7,05;54,03;0,6;3,3;1,42;21,56;1,31;1,42;34,11;81,15;15,13;76,5;4,69;95,76;9,3;81,35;28,25;88,12;3,56;51,2;18,86;32,42;0,08;0,85;0,06;0;0,17;50;0,34;4,69;71,52;2,67;56,38;0,57;40;0,51;1,05;8,19;75,69;0;;0;;0;0;0;0;;;0,37;;;0,26;0;0;0,11;0;0
Matheus Cavichioli;América Mineiro;América Mineiro;GK;36;200000;2023-12-31;32;3157;0;0;1;0,17;1,25;77,27;Brazil;Brazil, Italy;direito;192;103;sim;2,02;0,14;60;0,83;89,66;0,06;0,07;0;1,88;2,43;0,03;2;0,06;0;0;0,03;0;0;0;0;0;0;0;0;0;0;0,03;0;0;0;0;0;0;0;0,06;50;0,14;60;0;0;0;8,1;0,09;0,11;16,85;79,86;10,18;68,35;0;0;6,56;97,39;9,46;97,59;7,38;57,14;37,05;50,8;0;0,03;0;0;0;0;0,06;1,62;38,6;0,14;0;0,23;12,5;0,03;0;5,1;74,86;27;0,77;145;4,13;14;81,38;37,72;1,08;10,72;0,306;0;2,96;0,83;;;;0;0;0
Edenílson;Internacional;Internacional;RAMF, RCMF, RW;32;3000000;2024-12-31;38;3144;7;6,88;4;4,55;14,34;41,12;Brazil;Brazil;direito;175;74;sim;5,24;3,92;58,39;1,6;16,07;0,31;0,43;0,11;2,63;3,6;0,77;4;0,11;1;0,03;2,46;0,2;4;0,11;0,2;0;0;48;1,37;37,5;14,583;0,11;1,4;38,78;0,14;60;1,23;34,88;0,17;1,92;55,22;6,41;38,84;1,55;1,72;0,97;30,54;1,2;1,03;41,28;88,9;11,19;80,31;6,76;97,03;15,26;90,81;37,13;92,75;2,81;61,22;17,32;32,97;0,13;1,32;0;0;0,66;52,17;0,46;5,93;81,16;2,6;52,75;0,86;46,67;1,06;0,49;6,38;85,65;0;;0;;0;0;0;0;;;0,14;;;0,54;0,09;0;1,46;3;100
Léo;São Paulo;São Paulo;LCB;26;3000000;2024-12-31;35;3133;0;0,52;0;0,52;13,27;58,87;Brazil;Brazil;esquerdo;183;76;sim;7,04;5,37;64,17;2,9;51,49;0,06;0,09;0,34;3,53;5,34;0,86;5;0,14;0;0;0,86;0;0;0;0,01;0;0;5;0,14;20;0;0;0,6;42,86;0,6;42,86;0;0;0;0,6;85,71;2,27;53,16;0,32;2,9;0,83;34,33;1,12;0,4;47,08;89,93;21,69;83,97;3,76;97,71;16,58;96,71;42,57;92,91;3,96;63,77;19,52;36,94;0,01;0,26;0,06;0,03;0,2;28,57;0,17;9,91;82,32;0,92;40,63;0,32;45,45;0,17;0,26;10,43;86,78;0;;0;;0;0;0;0;;;1,95;;;0;0;0;0;0;0
J. Calleri;São Paulo;São Paulo;CF;29;4500000;2025-12-31;40;3112;17;17,93;1;2,16;27,36;39,53;Argentina;Argentina, Italy;direito;181;77;sim;3,41;3,01;52,88;8,21;41,55;0,26;0,41;0,06;1,56;2,47;1,47;5;0,14;1;0,03;3,27;0,49;15;0,43;0,52;8;0,23;94;2,72;44,68;18,085;0,03;1,42;24,49;0,38;38,46;1,01;20;0,06;2,86;56,57;10,15;38,18;4,6;0,81;0,17;8,97;1,94;1,82;14,66;72,58;2,92;60,4;4,28;90,54;3,79;66,41;12,9;78,25;0,46;56,25;15,95;12,2;0,06;0,69;0,03;0;0,26;33,33;0,38;1,1;60,53;1,07;45,95;0,26;33,33;0,67;0,2;1,19;70,73;0;;0;;0;0;0;0;;;0;;;0;0;0;0;3;66,667
R. Saravia;Botafogo;Botafogo;RB;29;2500000;2022-12-31;38;3099;0;0,98;0;0,86;23,23;49,38;Argentina;Argentina;direito;178;73;sim;10,25;9,55;53,8;2,35;41,98;0,78;1,08;0,15;4,33;5,96;1,57;15;0,44;0;0;3,34;0;0;0;0,03;0;0;14;0,41;21,43;0;0;2,35;32,1;0;0;2,32;31,25;0,26;4,85;49,1;8,42;47,24;0,7;2,9;2,18;23,03;1,74;1,89;32,96;78,41;12,37;73,47;5,17;93,82;9,38;77,71;27,65;85,61;3,05;49,52;19,42;31,89;0,02;0,44;0,03;0,03;0,2;57,14;0,17;4,62;71,07;1,97;33,82;0,38;23,08;0,12;0,7;7,2;75,81;0;;0;;0;0;0;0;;;0,35;;;0,03;0;0;0,06;0;0
Rafael Forster;Juventude;Juventude;LCB;32;700000;2022-12-31;33;3096;0;1,23;0;0,13;15;58,72;Brazil;Brazil;esquerdo;181;75;sim;9,65;6,37;64,38;4,94;49,41;0,26;0,33;0,52;5,29;6,65;0,81;3;0,09;0;0;0,78;0;0;0;0,04;0;0;11;0,32;36,36;0;0;0,29;50;0,2;42,86;0,06;100;0;0,76;65,38;1,6;67,27;0,29;0,87;0,17;27,7;0,41;0,93;43,55;84,71;20,93;76,53;2,21;96,05;17,88;94,8;34,3;90,85;8,95;62,34;23,86;37,45;0;0,09;0;0;0,03;100;0,03;5,44;66,84;0,44;60;0,17;50;0,15;0,15;10,81;70,97;0;;0;;0;0;0;0;;;1,6;;;0,15;0,12;50;0;0;0
